title,authors,year,link,snippet,citations
Factors Influencing Citizen Adoption ofSMS‑Based e‑Government Services,"TDSR Goodwin - Electronic journal of e-government, 2010 - academic-publishing.org",2010,https://academic-publishing.org/index.php/ejeg/article/view/526,"… PullSMS, Listen, and TransactionSMSservices. Notification services could be an appropriatestarting point for governments who want to establishSMS-based e-government services. …",0
SMSspam filtering using supervised machine learning algorithms,"P Navaney,G Dubey,A Rana- 2018 8th international …, 2018 - ieeexplore.ieee.org",2018,https://ieeexplore.ieee.org/abstract/document/8442564/,"This paper presents detection of Spam and ham messages using various supervised machinelearning algorithms like naive Bayes Algorithm, support vector machines algorithm, and …",0
Single-molecule spectroelectrochemistry (SMS-EC),"RE Palacios, FRF Fan, AJ Bard… - Journal of the American …, 2006 - ACS Publications",2006,https://pubs.acs.org/doi/abs/10.1021/ja062848e,"We introduce single-molecule spectroelectrochemistry (SMS-EC), a powerful new techniquefor studying electrochemical kinetics in highly heterogeneous systems. This technique uses …",0
Unwillingness-to-communicate and college students' motives inSMSmobile messaging,"L Leung- Telematics and informatics, 2007 - Elsevier",2007,https://www.sciencedirect.com/science/article/pii/S0736585306000037,"… made the heaviest use ofSMS(Short Message …SMSdespite the fact thatSMScould helpovercome student’s shyness about bringing up difficult topics with friends. In broad terms,SMS…",0
SMSSec: An end-to-end protocol for secureSMS,"JLC Lo,J Bishop,JHP Eloff- Computers & Security, 2008 - Elsevier",2008,https://www.sciencedirect.com/science/article/pii/S0167404808000151,"…SMSprovides many conveniences in our everyday lives but is it really secure? Whensensitive information is exchanged usingSMS, it …SMSmessages are sent via a store-and-forward …",0
Exploiting open functionality inSMS-capable cellular networks,"W Enck,P Traynor,P McDaniel,T La Porta- Proceedings of the 12th …, 2005 - dl.acm.org",2005,https://dl.acm.org/doi/abs/10.1145/1102120.1102171,"Cellular networks are a critical component of the economic and social infrastructures in whichwe live. In addition to voice services, these networks deliver alphanumeric text messages …",0
SMSsecurity: an asymmetric encryption approach,"M Agoyi,D Seral- 2010 6th International Conference on …, 2010 - ieeexplore.ieee.org",2010,https://ieeexplore.ieee.org/abstract/document/5628740/,"… This study introducesSMS, its security threats and the use of asymmetric encryptiontechnique in securingSMS. In section 2, the related works is provided, followed by the algorithm …",0
Improving community health worker performance through automatedSMS,"B DeRenzi,L Findlater, J Payne,B Birnbaum… - Proceedings of the fifth …, 2012 - dl.acm.org",2012,https://dl.acm.org/doi/abs/10.1145/2160673.2160677,"… to, this growing body of work thatSMScan produce positive behavior change. Unlike programswhereSMSare sent to patients, we are sendingSMSreminders to mobile field workers. …",0
ImprovedSMSislanding detection method for grid-connected converters,"F Liu, Y Kang, Y Zhang, S Duan, X Lin - IET renewable power generation, 2010 - IET",2010,https://digital-library.theiet.org/content/journals/10.1049/iet-rpg.2009.0019,"… methods are investigated and an improved (IM)-SMSstrategy is proposed in this study. Inthe … In this paper, bothSMSand APS methods are investigated and an improved (IM)-SMS…",0
[LIVRE][B]SMSuprising: Mobile activism in Africa,S Ekine - 2010 - books.google.com,,https://books.google.com/books?hl=fr&lr=&id=dNqpngjesvYC&oi=fnd&pg=PP1&dq=SMS&ots=a6XuBlxUZS&sig=sMV5Tf2-QEIPSv-heerZQfFDEII,"… , fromSMScampaigns for a specific purpose to a more generalised use ofSMSfor advocacyor … The use ofSMSin both these campaigns was a strategic choice for Fahamu, who recog…",0
SMSAssassin: Crowdsourcing driven mobile-based system forSMSspam filtering,"K Yadav,P Kumaraguru, A Goyal, A Gupta… - Proceedings of the 12th …, 2011 - dl.acm.org",2011,https://dl.acm.org/doi/abs/10.1145/2184489.2184491,… and stylistic features of theSMSto classify spam and ham.SMSspam filtering can be largely… mobile-based system SMSAssassin that can filterSMSspam messages based on bayesian …,0
Feasibility study on application of GSM–SMStechnology to field data acquisition,"CL Tseng, JA Jiang, RG Lee, FM Lu, CS Ouyang… - … and electronics in …, 2006 - Elsevier",2006,https://www.sciencedirect.com/science/article/pii/S0168169906000494,"… This paper presents a feasibility study on GSM–SMS… GSM–SMStechnology. Based on thetransmission characteristics and capacity of short message, this paper proposes a GSM–SMS…",0
Consumer perceptions and attitudes towardsSMSadvertising: recent evidence from New Zealand,"A Carroll,SJ Barnes,E Scornavacca… - International Journal of …, 2007 - Taylor & Francis",2007,https://www.tandfonline.com/doi/abs/10.1080/02650487.2007.11072997,Advertising creatives are often characterised in terms of stereotypes such as genius ormaverick. Relatively few studies have focused on the complexities and contradictions that face …,0
SecureSMSPay: secureSMSmobile payment model,"H Harb, H Farahat,M Ezz- 2008 2nd International Conference …, 2008 - ieeexplore.ieee.org",2008,https://ieeexplore.ieee.org/abstract/document/4688346/,"In this paper, we introduce a secure mobile payment model suitable for macro transactionsthat compromise cost, simplicity, security, and performance of transaction, with minimum …",0
A state-machine synthesizer--SMS,"DW Brown - 18th Design Automation Conference, 1981 - ieeexplore.ieee.org",1981,https://ieeexplore.ieee.org/abstract/document/1585367/,"… useSMS, an engineer prepares a text file containing a high-level description of a state machine.SMS… An example state-machine design usingSMSis described in the Appendix of this …",0
SMS-Based One-Time Passwords: Attacks and Defense: (Short Paper),"C Mulliner,R Borgaonkar, P Stewin… - Detection of Intrusions and …, 2013 - Springer",2013,https://link.springer.com/chapter/10.1007/978-3-642-39235-1_9,"… whenSMSOTP was designed and introduced. Throughout this work, we show whySMSOTP … Based on our findings, we propose mechanisms to secureSMSOTPs against common …",0
A spam transformer model forSMSspam detection,"X Liu,H Lu,A Nayak- IEEE Access, 2021 - ieeexplore.ieee.org",2021,https://ieeexplore.ieee.org/abstract/document/9433507/,"… possible to adapt the Transformer model to theSMSspam detection problem. Therefore, we…SMSspam messages. Additionally, we analyze and compare the performance ofSMSspam …",0
What's up with WhatsApp? Comparing mobile instant messaging behaviors with traditionalSMS,"K Church,R De Oliveira- … of the 15th international conference on Human …, 2013 - dl.acm.org",2013,https://dl.acm.org/doi/abs/10.1145/2493190.2493225,"… our survey revealed that while payers ofSMSsaw no value in theSMSservice, nonpayersofSMShighlighted that the most valuable part ofSMSwas in fact privacy. These changes in …",0
Students' experiences and engagement withSMSfor learning in higher education,"P Brett - Innovations in Education and Teaching International, 2011 - Taylor & Francis",2011,https://www.tandfonline.com/doi/abs/10.1080/14703297.2011.564008,This article presents an evaluation of students’ experiences and engagement with ShortMessage Service (SMS) (text) messages.SMSwas used to support learning through engaging …,0
